13526,-0.85,-0.85,3.21,0.00
13626,-0.80,-0.67,2.56,0.00
13726,-1.61,-0.65,3.32,0.00
13826,-1.75,-1.75,6.12,0.00
13926,-3.19,-2.52,9.20,0.00
14026,-3.41,-3.37,11.78,0.00
14126,-4.62,-3.66,13.67,0.00
14226,-4.72,-4.23,15.27,0.00
14326,-5.42,-4.45,16.58,0.00
14426,-5.42,-4.86,17.45,0.00
14526,-5.94,-4.98,18.34,0.00
14626,-6.23,-5.21,19.82,0.00
14726,-6.28,-4.92,18.96,0.00
14826,-6.14,-4.76,18.14,0.00
14926,-5.47,-4.76,17.43,0.00
15026,-5.35,-4.45,16.64,0.00
15126,-5.07,-4.37,16.04,0.00
15226,-5.02,-4.12,15.44,0.00
15326,-4.75,-4.08,14.88,0.00
15426,-4.69,-3.89,14.35,0.00
15526,-4.45,-3.80,13.90,0.00
15626,-4.26,-3.64,13.42,0.00
15726,-4.12,-3.45,12.90,0.00
15826,-3.90,-3.37,12.36,0.00
15926,-3.80,-3.19,11.88,0.00
16026,-3.57,-3.08,11.35,0.00
16126,-3.44,-2.93,10.82,0.00
16226,-3.26,-2.79,10.35,0.00
16326,-3.12,-2.66,9.87,0.00
16426,-2.96,-2.55,9.43,0.00
16526,-2.83,-2.42,9.00,0.00
16626,-2.69,-2.34,8.61,0.00
16726,-2.58,-2.23,8.22,0.00
16826,-2.47,-2.14,7.88,0.00
16926,-2.25,-2.28,7.25,0.00
17026,-2.62,-1.48,6.74,0.00
17126,-1.66,-2.00,6.51,0.00
17226,-2.14,-1.27,5.67,0.00
17326,-0.97,-1.35,4.37,0.00
17426,-0.72,-0.30,1.90,0.00
17526,0.51,0.28,-0.91,0.00
17626,1.28,1.01,-3.83,0.00
17726,2.28,1.75,-6.43,0.00
17826,3.03,2.57,-9.31,0.00
17926,4.08,3.13,-11.89,0.00
18026,4.77,3.83,-14.31,0.00
18126,5.34,4.21,-16.16,0.00
18226,5.88,4.66,-17.61,0.00
18326,6.15,5.28,-19.15,0.00
18426,6.49,5.01,-19.89,0.00
18526,6.17,5.46,-19.22,0.00
18626,6.23,4.87,-18.74,0.00
18726,5.99,4.92,-18.27,0.00
18826,5.98,4.76,-17.77,0.00
18926,5.69,4.76,-17.35,0.00
19026,5.75,4.55,-16.93,0.00
19126,5.43,4.46,-16.59,0.00
19226,5.30,4.35,-16.06,0.00
19326,5.16,4.12,-15.60,0.00
19426,4.98,4.06,-15.10,0.00
19526,4.81,3.94,-14.57,0.00
19626,4.67,3.73,-14.12,0.00
19726,4.50,3.69,-13.64,0.00
19826,4.38,3.54,-13.19,0.00
19926,4.28,3.40,-12.77,0.00
20026,4.11,3.34,-12.35,0.00
20126,4.04,3.19,-11.96,0.00
20226,3.86,3.13,-11.62,0.00
20326,3.77,3.04,-11.27,0.00
20426,3.67,2.95,-10.89,0.00
20526,3.51,2.82,-10.53,0.00
20626,3.40,2.72,-10.13,0.00
20726,3.27,2.62,-9.76,0.00
20826,3.14,2.52,-9.38,0.00
20926,3.02,2.41,-8.98,0.00
21026,2.87,2.31,-8.60,0.00
21126,2.77,2.20,-8.25,0.00
21226,2.64,2.12,-7.87,0.00
21326,2.53,2.01,-7.51,0.00
21426,2.41,1.92,-7.15,0.00
21526,2.29,1.82,-6.78,0.00
21626,2.18,1.74,-6.46,0.00
21726,2.08,1.63,-6.12,0.00
21826,1.96,1.55,-5.79,0.00
21926,1.86,1.45,-5.45,0.00
22026,1.78,1.38,-5.16,0.00
22126,1.67,1.30,-4.87,0.00
22226,1.51,1.28,-4.66,0.00
22326,1.62,1.18,-4.65,0.00
22426,1.62,1.27,-4.70,0.00
22526,1.62,1.33,-4.82,0.00
22626,1.73,1.26,-4.96,0.00
22726,1.69,1.40,-5.07,0.00
22826,1.81,1.34,-5.17,0.00
22926,1.77,1.42,-5.22,0.00
23026,1.83,1.38,-5.26,0.00
23126,1.79,1.43,-5.30,0.00
23226,1.84,1.43,-5.37,0.00
23326,1.85,1.48,-5.49,0.00
23426,1.97,1.52,-5.70,0.00
23526,2.10,1.62,-5.98,0.00
23626,2.10,1.58,-5.79,0.00
23726,1.87,1.58,-5.64,0.00
23826,1.92,1.39,-5.40,0.00
23926,1.76,1.46,-5.16,0.00
24026,1.74,1.31,-4.99,0.00
24126,1.66,1.30,-4.76,0.00
24226,1.55,1.22,-4.55,0.00
24326,1.49,1.16,-4.31,0.00
24426,1.40,1.07,-4.05,0.00
24526,1.30,1.03,-3.78,0.00
24626,1.25,0.93,-3.54,0.00
24726,1.15,0.87,-3.28,0.00
24826,1.07,0.81,-3.00,0.00
24926,0.95,0.73,-2.74,0.00
25026,0.91,0.65,-2.48,0.00
25126,0.81,0.59,-2.21,0.00
25226,0.73,0.52,-1.97,0.00
25326,0.65,0.46,-1.73,0.00
25426,0.58,0.38,-1.48,0.00
25526,0.50,0.33,-1.27,0.00
25626,0.44,0.26,-1.04,0.00
25726,0.35,0.21,-0.82,0.00
25826,0.29,0.15,-0.59,0.00
25926,0.22,0.09,-0.38,0.00
26026,0.18,0.04,-0.18,0.00
26126,0.08,-0.01,-0.01,0.00
26226,0.08,-0.01,0.02,0.00
26326,0.09,0.00,-0.03,0.00
26426,0.09,-0.02,-0.02,0.00
26526,0.09,-0.01,-0.02,0.00
26626,0.09,-0.02,-0.02,0.00
26726,0.09,0.00,-0.02,0.00
26826,0.09,0.00,-0.02,0.00
26926,0.08,-0.09,-0.07,0.00
27026,0.09,0.03,-0.06,0.00
27126,0.13,-0.08,-0.02,0.00
27226,0.08,0.03,-0.02,0.00
27326,0.08,-0.02,-0.02,0.00
27426,0.10,-0.02,-0.02,0.00
27526,0.10,0.00,-0.02,0.00
27626,0.09,-0.01,-0.02,0.00
27726,0.09,0.00,-0.02,0.00
27826,0.10,-0.01,-0.01,0.00
27926,0.10,-0.02,-0.02,0.00
